ID,plot_num,plot_type,species,DBH_cm,dist_m,aspect_degrees
1,4,matrix,ACSA,28.4,1.6,41
2,4,matrix,PIRU,10.2,5.31,322
3,4,matrix,ACSA,47.8,8.44,342
4,4,matrix,ACSA,23.8,4.73,11
5,4,matrix,ACSA,27.7,10.9,94
6,4,matrix,ACSA,13.1,11.09,94
7,4,matrix,ACSA,52.7,9.65,122
8,4,matrix,ACRU,42,9.24,156
9,4,matrix,ACSA,10.8,3.36,181
10,4,matrix,ACSA,12.8,5.37,208
11,4,matrix,PIRU,17.1,7.2,269
